a: 47749150628,"0,021534871"
a: 25144462707,"0,021534871"
a: 0037171005,"0,020953545"
a: 3042606295,"0,010692079"
a: 33750050422,"0,008806001"
a: 0032020971,"0,0077553093"
a: 0032511085,"0,0071739843"
a: 27744587245,"0,006050089"
a: 34250008508,"0,0058003343"
a: 0037165927,"0,005679763"
a: 0142211287,"0,0051285806"
a: 0037666297,"0,0046376837"
a: 47649125059,"0,004525725"
a: 4544365854,"0,0044482145"
a: 0032558717,"0,004340562"
a: 0542446044,"0,0041812356"
a: 0033553060,"0,0041080317"
a: 53549106906,"0,0039874604"
a: 0032029664,"0,0039745425"
a: 4544382378,"0,0039013384"
a: 0033438070,"0,0038410528"
a: 0037375314,"0,0038066038"
a: 0000791128,"0,0035697676"
a: 0033153911,"0,0035611554"
a: 0034324823,"0,0035094821"
a: 34548501731,"0,0034621148"
a: 72949122812,"0,003436278"
a: 35548930317,"0,0032683397"
a: 0037039185,"0,0032683397"
a: 0035860891,"0,0032209726"
a: 13444282470,"0,0031822175"
a: 0043039452,"0,003126238"
a: 0032558827,"0,0031004013"
a: 13844281575,"0,0030358096"
a: 0036478720,"0,003014279"
a: 0029407730,"0,002816198"
a: 0038701606,"0,0027516063"
a: 0040633110,"0,0027473"
a: 0034092121,"0,002738688"
a: 4344569742,"0,0026654839"
a: 4043114822,"0,0026568717"
a: 2442636809,"0,0025363006"
a: 77955566830,"0,0025061578"
a: 4344587762,"0,002471709"
a: 34249944526,"0,0024587906"
a: 21844473049,"0,0024587906"
a: 0342945364,"0,0024544843"
a: 0242717850,"0,0023080765"
a: 0037460189,"0,0022564032"
a: 79955070567,"0,002213342"
a: 67449089567,"0,002213342"
a: 0035806257,"0,0021918116"
a: 35548978326,"0,002170281"
a: 4744365142,"0,0021573626"
a: 4243513229,"0,002131526"
a: 0032045816,"0,002092771"
a: 45849146155,"0,0020755464"
a: 30144432185,"0,002062628"
a: 13844299374,"0,0020540159"
a: 18844416655,"0,0020324853"
a: 4544253610,"0,001985118"
a: 33751217695,"0,001985118"
a: 33847257933,"0,0019592815"
a: 0031260276,"0,001946363"
a: 0033897055,"0,0019377508"
a: 0037100924,"0,0018989958"
a: 0033213750,"0,0018946897"
a: 38549085886,"0,0018903835"
a: 0033100627,"0,0018774653"
a: 9344264091,"0,0018731591"
a: 0026960770,"0,001868853"
a: 0031267556,"0,0018645469"
a: 0037169124,"0,0018516285"
a: 0037130212,"0,0018473224"
a: 0032494328,"0,001830098"
a: 2342629966,"0,0018257919"
a: 33749626663,"0,0018214858"
a: 0036662399,"0,0018171796"
a: 0011443424,"0,0018128735"
a: 0032500440,"0,0018085674"
a: 3242664534,"0,0017999553"
a: 0037039675,"0,001791343"
a: 0036572216,"0,0017827308"
a: 33748780901,"0,0017784246"
a: 25344463656,"0,0017612003"
a: 72549093138,"0,001756894"
a: 0034226704,"0,0017396696"
a: 36749101329,"0,0017267513"
a: 84884017036,"0,001718139"
a: 26844583254,"0,0017052208"
a: 39149124477,"0,0017009146"
a: 57549105751,"0,0016836901"
a: 84882176267,"0,001679384"
a: 20444494915,"0,001675078"
a: 77953755900,"0,001675078"
a: 0037425470,"0,0016621596"
a: 0036533507,"0,0016578535"
a: 0042911599,"0,0016535474"
a: 5444274152,"0,0016535474"
a: 0034254989,"0,0016492413"
a: 0343215213,"0,001640629"
a: 0038673390,"0,0016277106"
a: 0026818633,"0,0016277106"
a: 0035968012,"0,0016234046"
a: 0001248241,"0,0016104863"
a: 55749091952,"0,0016104863"
a: 0035206306,"0,0016104863"
a: 14544288579,"0,0016061801"
a: 79951672573,"0,0016061801"
a: 0037174668,"0,0015975679"
a: 0037453216,"0,0015932618"
a: 34548392577,"0,0015889556"
a: 84890677242,"0,0015803435"
a: 76649116235,"0,0015760374"
a: 0038579633,"0,0015545068"
a: 0000849964,"0,0015502006"
a: 3242711141,"0,0015502006"
a: 0000368408,"0,0015415885"
a: 0347627538,"0,0015372824"
a: 36449001310,"0,001524364"
a: 56349159501,"0,0015114456"
a: 3242809091,"0,0014813029"
a: 33847264072,"0,0014769967"
a: 34548474934,"0,0014640784"
a: 0036009848,"0,0014640784"
a: 0000746799,"0,0014382417"
a: 0030351104,"0,0014296295"
a: 4744357047,"0,0014253234"
a: 77955703754,"0,0014210172"
a: 0043235811,"0,0014167111"
a: 0033617990,"0,0014167111"
a: 35949007525,"0,0014167111"
a: 28844479693,"0,001408099"
a: 0002590238,"0,001408099"
a: 0032223701,"0,0013994867"
a: 0033691184,"0,0013865684"
a: 0034802787,"0,0013779561"
a: 0030109920,"0,0013779561"
a: 25444444698,"0,00137365"
a: 0344082164,"0,0013607317"
a: 2342452518,"0,0013521195"
a: 0041339121,"0,0013521195"
a: 0033119356,"0,0013521195"
a: 0242416061,"0,0013478134"
a: 0037209784,"0,0013392011"
a: 0030435042,"0,0013392011"
a: 33750008736,"0,0013262827"
a: 0033599301,"0,0013219767"
a: 79957746527,"0,0013176706"
a: 73949133679,"0,0013133645"
a: 84855831636,"0,0013090584"
a: 34548694284,"0,0013090584"
a: 37649032768,"0,0013090584"
a: 0034964791,"0,0013047522"
a: 0028485275,"0,0012875277"
a: 42749105429,"0,0012875277"
a: 35348847063,"0,0012875277"
a: 0000810597,"0,0012832216"
a: 0242367374,"0,0012832216"
a: 69649085444,"0,0012832216"
a: 34547334470,"0,0012789156"
a: 49449101585,"0,0012530789"
a: 2342524557,"0,0012530789"
a: 24144462483,"0,0012530789"
a: 0037534980,"0,0012530789"
a: 4544359550,"0,0012487727"
a: 1842708892,"0,0012487727"
a: 33644693571,"0,0012487727"
a: 79959832612,"0,0012444666"
a: 0035142256,"0,0012401605"
a: 0037015979,"0,0012315483"
a: 35949007637,"0,0012272422"
a: 0033325615,"0,0012229361"
a: 0032180495,"0,00121863"
a: 0030105652,"0,00121863"
a: 0038079447,"0,0012100177"
a: 33847666430,"0,0012057116"
a: 14844362642,"0,0012014055"
a: 0037290518,"0,0011927933"
a: 35048860300,"0,0011884872"
a: 33748904647,"0,0011884872"
a: 7444251764,"0,0011841811"
a: 53149137876,"0,0011841811"
a: 33750474087,"0,0011841811"
a: 33748579556,"0,001179875"
a: 33750504625,"0,0011755688"
a: 33749662734,"0,0011669566"
a: 0742289994,"0,0011669566"
a: 77955230567,"0,0011626505"
a: 0000075431,"0,0011626505"
a: 0033077781,"0,0011583444"
a: 73249144708,"0,0011583444"
a: 27744600099,"0,0011583444"
a: 67650960916,"0,0011540382"
a: 10944266550,"0,0011540382"
a: 0032672512,"0,0011540382"
a: 33645961888,"0,0011497322"
a: 34547681854,"0,0011454261"
a: 39149107458,"0,00114112"
a: 0001165983,"0,00114112"
a: 0033377792,"0,0011368138"
a: 0346963275,"0,0011325077"
a: 84876266483,"0,0011238955"
a: 0041764367,"0,0011238955"
a: 0032084105,"0,0011238955"
a: 0041345927,"0,0011109771"
a: 0038082995,"0,0011109771"
a: 24144483251,"0,0011109771"
a: 34249907189,"0,001106671"
a: 1642346476,"0,001106671"
a: 29444443292,"0,001106671"
a: 34848879873,"0,001102365"
a: 45849090432,"0,0010980588"
a: 26244444991,"0,0010980588"
a: 75649126879,"0,0010937527"
a: 0041760448,"0,0010937527"
a: 0347600794,"0,0010894466"
a: 38349169607,"0,0010851405"
a: 64149103117,"0,0010808343"
a: 0037254205,"0,0010765282"
a: 79961211353,"0,0010765282"
a: 0035451516,"0,001067916"
a: 4444243277,"0,0010636098"
a: 50249152519,"0,0010636098"
a: 33745079618,"0,0010636098"
a: 0037461209,"0,0010593038"
a: 84880030648,"0,0010549977"
a: 2142765353,"0,0010506916"
a: 2342536975,"0,0010506916"
a: 77955280634,"0,0010463855"
a: 9944230961,"0,0010420793"
a: 0001753996,"0,0010420793"
a: 0032768115,"0,0010377732"
a: 0037094338,"0,0010377732"
a: 80054011035,"0,0010334671"
a: 46549085224,"0,001029161"
a: 6144290977,"0,0010248548"
a: 84872737968,"0,0010248548"
a: 84882207734,"0,0010248548"
a: 0037460153,"0,0010248548"
a: 81555212279,"0,0010248548"
a: 56049097919,"0,0010248548"
a: 0042522352,"0,0010205487"
a: 0742269372,"0,0010205487"
a: 34547752219,"0,0010162427"
a: 0035955473,"0,0010162427"
a: 0345119079,"0,0010162427"
a: 0025429897,"0,0010162427"
a: 0031236255,"0,0010162427"
a: 1642381109,"0,0010119366"
a: 0036804831,"0,0010119366"
a: 0000832504,"0,0010119366"
a: 30744433813,"0,0010033243"
a: 0026679604,"0,000999"
a: 0035874154,"0,000999"
a: 33748374711,"0,000995"
a: 84948081306,"0,000995"
a: 0001454299,"0,000995"
a: 2342437023,"0,00099"
a: 38349169552,"0,000986"
a: 22544439395,"0,000982"
a: 33644960053,"0,000982"
a: 33749552865,"0,000977"
a: 0032560549,"0,000977"
a: 0035465699,"0,000973"
a: 0033353163,"0,000973"
a: 0033886937,"0,000969"
a: 3142766062,"0,000969"
a: 80053961547,"0,000965"
a: 4544344914,"0,000965"
a: 33750796725,"0,000965"
a: 33745951194,"0,00096"
a: 0031120253,"0,000956"
a: 58549092962,"0,000952"
a: 34547820430,"0,000952"
a: 0038509580,"0,000947"
a: 33646042884,"0,000939"
a: 34547604980,"0,000939"
a: 11744267490,"0,000939"
a: 21644487610,"0,000934"
a: 84878514672,"0,00093"
a: 0346780414,"0,00093"
a: 77954215644,"0,000926"
a: 0000286911,"0,000922"
a: 0036138301,"0,000922"
a: 2342451388,"0,000922"
a: 84868699299,"0,000917"
a: 1542786901,"0,000913"
a: 27544478223,"0,000913"
a: 2142825728,"0,000913"
a: 0033119284,"0,000909"
a: 0038683900,"0,000909"
a: 33644916162,"0,000909"
a: 0035494681,"0,000909"
a: 0032647950,"0,000904"
a: 0038112144,"0,0009"
a: 0030538517,"0,0009"
a: 0033076264,"0,0009"
a: 79251523210,"0,0009"
a: 33646676286,"0,000896"
a: 0001091690,"0,000896"
a: 0035802970,"0,000896"
a: 0001356099,"0,000896"
a: 4944241873,"0,000896"
a: 0033121032,"0,000891"
a: 58149290194,"0,000891"
a: 33845909011,"0,000891"
a: 0033319678,"0,000887"
a: 0035947471,"0,000887"
a: 0000435970,"0,000887"
a: 33750528727,"0,000883"
a: 77956552994,"0,000883"
a: 10844245739,"0,000878"
a: 0000033885,"0,000878"
a: 0036160601,"0,000878"
a: 0001141720,"0,000874"
a: 2942700208,"0,000874"
a: 0032593312,"0,000874"
a: 23944457361,"0,00087"
a: 36049011211,"0,00087"
a: 77950527395,"0,000866"
a: 0037423849,"0,000866"
a: 14744303760,"0,000861"
a: 0036028052,"0,000861"
a: 55549100299,"0,000857"
a: 71549168331,"0,000857"
a: 0035205165,"0,000853"
a: 0030216784,"0,000853"
a: 20144375743,"0,000848"
a: 33746905499,"0,000848"
a: 0001430250,"0,000848"
a: 79955476043,"0,000848"
a: 21544441689,"0,000848"
a: 23244442315,"0,000844"
a: 55949092598,"0,000835"
a: 3242705835,"0,000835"
a: 13444253860,"0,000831"
a: 45849155894,"0,000831"
a: 0034665438,"0,000831"
a: 0001369288,"0,000827"
a: 0038658957,"0,000827"
a: 0347930300,"0,000822"
a: 13144275268,"0,000822"
a: 0037400696,"0,000818"
a: 1142276330,"0,000818"
a: 0034259651,"0,000818"
a: 79953161352,"0,000814"
a: 34249909513,"0,000814"
a: 26844529198,"0,000814"
a: 0035997869,"0,000814"
a: 0036504729,"0,00081"
a: 77955542127,"0,00081"
a: 0036507302,"0,00081"
a: 79956005526,"0,000805"
a: 0009455253,"0,000805"
a: 7644228984,"0,000805"
a: 46849117093,"0,000801"
a: 58849114173,"0,000801"
a: 0042244429,"0,000801"
a: 0042023250,"0,000801"
a: 0037197433,"0,000801"
a: 67650086189,"0,000797"
a: 0035803899,"0,000797"
a: 58749086215,"0,000797"
a: 5244261900,"0,000797"
a: 4544320559,"0,000792"
a: 0001595276,"0,000792"
a: 84871790293,"0,000788"
a: 0034544451,"0,000788"
a: 47349131475,"0,000784"
a: 3142748021,"0,000784"
a: 78049357025,"0,000784"
a: 47349089088,"0,000784"
a: 31344445440,"0,000784"
a: 77951582169,"0,000784"
a: 0000592102,"0,000784"
a: 0036747872,"0,000779"
a: 0037058468,"0,000779"
a: 0032628747,"0,000779"
a: 0033503577,"0,000779"
a: 0001060370,"0,000779"
a: 0037169857,"0,000775"
a: 60449094759,"0,000775"
a: 10844283794,"0,000775"
a: 0038713226,"0,000771"
a: 62949138954,"0,000771"
a: 0001289066,"0,000771"
a: 10644234752,"0,000771"
a: 33645541693,"0,000771"
a: 77953851576,"0,000771"
a: 84855913099,"0,000771"
a: 0037439330,"0,000771"
a: 0031272785,"0,000771"
a: 0010442567,"0,000766"
a: 24644504140,"0,000766"
a: 0035822107,"0,000766"
a: 34249992261,"0,000766"
a: 0035801927,"0,000766"
a: 0038122968,"0,000766"
a: 27644436031,"0,000766"
a: 0032210314,"0,000766"
a: 53049109175,"0,000762"
a: 34748860865,"0,000762"
a: 28844505026,"0,000762"
a: 77950132290,"0,000762"
a: 33244483904,"0,000762"
a: 0037236710,"0,000762"
a: 0029410291,"0,000758"
a: 33750367998,"0,000758"
a: 4544373838,"0,000758"
a: 11044230825,"0,000758"
a: 0000049695,"0,000758"
a: 15344348836,"0,000758"
a: 67449162148,"0,000754"
a: 33644983239,"0,000754"
a: 34547381199,"0,000754"
a: 79959380460,"0,000754"
a: 79851488199,"0,000754"
a: 0035352065,"0,000749"
a: 79952988717,"0,000749"
a: 44949104139,"0,000745"
a: 60549113960,"0,000745"
a: 72949087096,"0,000745"
a: 13844280308,"0,000745"
a: 67549136411,"0,000745"
a: 33749006632,"0,000745"
a: 0033534989,"0,000745"
a: 0029272451,"0,000736"
a: 73449091177,"0,000736"
a: 0034803768,"0,000736"
a: 34548091283,"0,000736"
a: 33746895113,"0,000732"
a: 0036270088,"0,000732"
a: 65249134045,"0,000732"
a: 33846458993,"0,000732"
a: 79955614513,"0,000732"
a: 79952340427,"0,000728"
a: 24644475298,"0,000728"
a: 0029403341,"0,000728"
a: 84923776518,"0,000723"
a: 43049145006,"0,000723"
a: 72949124419,"0,000723"
a: 0035303492,"0,000723"
a: 34548587170,"0,000719"
a: 0034230050,"0,000719"
a: 33947110444,"0,000719"
a: 0041421047,"0,000719"
a: 23244437166,"0,000715"
a: 5044227660,"0,000715"
a: 84884907143,"0,000715"
a: 0029721299,"0,000711"
a: 0035424776,"0,000711"
a: 0037290577,"0,000711"
a: 70449522052,"0,000711"
a: 33748786214,"0,000711"
a: 0031647054,"0,000711"
a: 33645456728,"0,000711"
a: 0000720680,"0,000706"
a: 84863908323,"0,000706"
a: 69249206821,"0,000706"
a: 38049180630,"0,000706"
a: 67749104049,"0,000706"
a: 0030293526,"0,000706"
a: 29044433258,"0,000702"
a: 77956987130,"0,000702"
a: 51449100176,"0,000702"
a: 0039352172,"0,000702"
a: 0041012388,"0,000698"
a: 33644549962,"0,000698"
a: 20444462371,"0,000698"
a: 0033102021,"0,000698"
a: 84882290488,"0,000698"
a: 0027867436,"0,000698"
a: 0036532922,"0,000698"
a: 0001149368,"0,000693"
a: 0032875092,"0,000693"
a: 0036138489,"0,000689"
a: 3042757563,"0,000689"
a: 77955870645,"0,000689"
a: 0242341218,"0,000689"
a: 23044483587,"0,000689"
a: 33847325355,"0,000689"
a: 0036660637,"0,000685"
a: 78650019490,"0,000685"
a: 33745290843,"0,000685"
a: 33846391239,"0,000685"
a: 0038237009,"0,000685"
a: 0026870283,"0,000685"
a: 0036494734,"0,000685"
a: 0032595565,"0,000685"
a: 4143125484,"0,00068"
a: 77952582430,"0,00068"
a: 0035532248,"0,00068"
